"first_name","last_name","gender","age","length_service","absent_hours","distribution_centers_id","entry_age"
"Phillips","Shane","M","33.25997","3.1289477","23.513197",8,"30.131023"
"Rainey","Ora","F","38.656372","3.6071098","0",5,"35.049263"
"Delossantos","Maria","F","28.360147","6.0958147","0",8,"22.264332"
"Hubbell","Sandra","F","42.955334","5.443933","112.839554",9,"37.511402"
"Lavender","Donald","M","44.870674","2.2697759","84.37458",2,"42.6009"
"Holloway","Craig","M","32.94775","5.5796576","8.781248",2,"27.368092"
"Davis","Irene","F","19.023457","4.1921396","0",5,"14.831317"
"Rowe","Edgar","M","46.001877","6.396019","65.9671",5,"39.605858"
"Thomas","Kelly","F","44.775677","3.2762082","36.97915",3,"41.49947"
"Martin","Angela","F","36.613094","2.6595309","37.646774",7,"33.953564"
"Vega","Kevin","M","40.96021","5.3418365","33.53766",2,"35.618374"
"Martinez","Betty","F","18.304216","4.5606513","0",7,"13.743565"
"Hargrove","Evangeline","F","28.183836","4.4020004","57.42636",4,"23.781836"
"Wright","Robert","M","45.27273","0.80777586","76.50372",3,"44.464954"
"Cordes","Sterling","M","37.599266","6.1978645","57.948624",9,"31.401402"
"Gibbs","Matthew","M","38.244564","5.471179","0.13309895",3,"32.773384"
"Jones","Robert","M","47.75236","2.8507323","60.812717",1,"44.90163"
"Alexander","Freddie","M","42.20326","3.3287778","0",5,"38.87448"
"Blumenthal","Charles","M","50.840965","6.9557543","84.116295",6,"43.885212"
"Durham","Charlotte","F","34.15827","3.3490796","0",10,"30.809193"
"Hanson","Tricia","F","42.56774","6.915154","110.318",2,"35.652588"
"Williams","Darlene","F","46.15399","4.3314924","128.89767",1,"41.8225"
"Hendrix","Dana","M","38.005146","5.6910276","0",9,"32.314117"
"Kramer","Wilbur","M","43.329834","4.0228233","42.83346",4,"39.30701"
"Hauser","Daniel","M","37.105293","1.9976555","15.576613",9,"35.10764"
"Graham","Jeff","M","50.09592","4.3565025","67.21045",10,"45.739418"
"Deaton","Donald","M","38.10264","3.6228647","0",9,"34.479774"
"Greene","Judy","F","43.842083","4.9646807","79.41041",10,"38.877403"
"Fernandez","Gary","M","53.633804","3.6996377","98.26523",7,"49.934166"
"Austin","Althea","F","44.960796","3.6554544","75.57043",3,"41.305344"
"Davis","John","M","29.586088","4.800588","4.217828",3,"24.7855"
"Maclean","Helen","F","52.373116","5.49761","115.863",6,"46.875504"
"Berry","Clarence","M","18.20472","3.0751138","0",10,"15.129606"
"Place","Robert","M","45.69465","5.021052","76.618034",1,"40.673595"
"Sanchez","Amy","F","34.87333","5.2220087","0",1,"29.651321"
"Franklin","Joseph","M","33.54827","5.848973","0.28137434",7,"27.699299"
"Cordero","Dwight","M","23.009592","3.1362221","0",4,"19.87337"
"Maner","Nancy","F","58.109184","4.4310346","183.71753",3,"53.67815"
"Irwin","Claire","F","22.490767","2.8277838","0",7,"19.662983"
"Ward","Christopher","M","40.26109","5.597892","59.818615",4,"34.663197"
"Jordan","Ramiro","M","57.13554","5.557834","116.93313",9,"51.577705"
"Taylor","Margery","F","30.422756","4.371652","66.69675",3,"26.051104"
"Samuel","James","M","26.909369","3.9449434","0",6,"22.964424"
"Wells","Mathew","M","58.32386","3.9479632","138.50928",1,"54.375896"
"Seay","Cheryl","F","61.023457","5.711529","198.70647",1,"55.311928"
"Morrison","Pauline","F","38.173275","5.933336","20.3444",10,"32.23994"
"Butler","Kendra","F","47.88459","7.262199","83.75644",2,"40.62239"
"Rosenbaum","Fredrick","M","41.945045","7.435403","35.812588",5,"34.509644"
"Allen","Nohemi","F","36.556305","7.6256943","22.183493",9,"28.93061"
"Neal","Marion","F","26.870098","6.399606","7.6473494",1,"20.470491"
"Billiot","Mattie","F","31.639168","6.3366365","9.859675",7,"25.302532"
"Valenzuela","Michael","M","49.77322","1.8377955","90.37583",1,"47.935425"
"Cox","Leonard","M","44.156883","5.9071746","48.494648",2,"38.24971"
"Winchester","Kelly","F","32.486916","5.747703","6.491242",3,"26.739212"
"Sayers","Norma","F","55.59717","3.7537532","143.8106",8,"51.84342"
"Wood","Deborah","F","55.48453","4.656535","166.11652",5,"50.827995"
"West","Vivian","F","48.00929","6.522687","116.873665",8,"41.486603"
"Bland","Jeffrey","M","39.284588","6.9825134","28.260756",6,"32.302074"
"Price","Jason","M","49.236713","2.7256248","135.27725",1,"46.51109"
"Hammond","Janice","F","48.42677","6.7692432","113.30036",1,"41.657524"
"Alvardo","Tracy","M","48.85847","5.3553457","76.55963",4,"43.503124"
"Compo","Bruce","M","41.73182","4.406527","46.79749",10,"37.32529"
"Frye","Amy","F","38.929043","3.6850834","72.55158",10,"35.243958"
"Hancock","Nellie","F","57.20698","5.1165566","120.76761",4,"52.090424"
"Newton","Kathleen","F","40.978172","6.462113","44.487225",3,"34.51606"
"Moore","Ricky","M","49.645653","3.7894666","131.89719",4,"45.856186"
"Williams","Antonio","M","40.355312","3.7347116","55.8103",4,"36.6206"
"Sexton","Wilma","F","44.97269","4.3441033","90.252205",9,"40.628586"
"Acosta","Thomas","M","36.128834","5.085864","9.016513",6,"31.042969"
"Tubbs","Linda","F","47.16849","4.3626213","122.59128",6,"42.80587"
"Riley","Frank","M","39.337383","4.8676686","0",5,"34.469715"
"Suarez","Samantha","F","32.83048","3.748663","51.703",7,"29.081816"
"Alderman","George","M","50.81116","3.5961187","31.716192",6,"47.215042"
"Pierce","Everett","M","37.59267","3.800093","29.073975",10,"33.792576"
"Luis","Eric","M","35.00746","5.021678","57.22088",6,"29.985783"
"Jones","Jo","F","52.28679","5.4458823","157.74617",6,"46.840908"
"Williams","Kathleen","F","39.353477","6.291558","46.54604",4,"33.06192"
"Clay","James","M","39.382652","6.042098","37.417503",9,"33.340553"
"Sayre","Adele","F","35.635406","5.721038","34.21841",10,"29.914368"
"Robinson","Alexander","M","36.393436","3.9279423","34.68087",1,"32.465492"
"Stone","Teresa","F","28.717222","2.499342","0",3,"26.21788"
"Bell","Michael","M","43.99127","4.4645443","89.6638",6,"39.526726"
"Wolfe","Becky","F","47.31806","4.122783","80.44548",8,"43.19528"
"McCartney","Georgia","F","55.350513","4.9679356","95.7277",3,"50.382576"
"Gill","Melissa","F","30.913498","3.8835142","33.364067",1,"27.029984"
"Ruggles","Alex","M","23.054628","3.7451608","0",7,"19.309467"
"Johnson","Ericka","F","19.799423","3.62533","0",8,"16.174093"
"Dawson","Vivian","F","36.277424","4.457025","68.037445",10,"31.820398"
"Scarborough","Francis","M","38.3905","4.429143","49.959515",4,"33.961357"
"Keyser","Joel","M","56.62843","5.284899","113.11964",2,"51.34353"
"Leek","Harry","M","31.611048","3.6224363","0",7,"27.988611"
"Walker","Charles","M","51.987984","6.1534433","53.926567",8,"45.83454"
"Byrd","Kristal","F","39.21012","3.5358453","55.277107",7,"35.674274"
"Sherer","Anna","F","50.003033","3.2839258","143.50803",3,"46.71911"
"Boston","Larry","M","34.628727","6.4546967","0",8,"28.17403"
"Gray","Jason","M","30.21807","7.8088593","0",7,"22.40921"
"Brown","Ty","M","49.35247","4.8240633","16.921293",5,"44.528408"
"Lundy","Ruben","M","43.484528","5.048362","50.92031",1,"38.436165"
"Artrip","Dana","F","40.591408","5.6829896","13.619351",10,"34.908417"
"Stthomas","Felicia","F","59.755688","5.3229837","164.04077",6,"54.432705"
"Fleming","Ivory","F","28.620342","2.1895146","0",4,"26.430828"
"Clark","Steven","M","49.07207","3.9247715","56.382507",7,"45.1473"
"Montgomery","Larry","M","40.953495","6.4172044","31.322094",10,"34.53629"
"Cano","Tammy","F","23.612268","7.5449777","0",6,"16.067291"
"Dixon","Edith","F","32.624657","8.218735","0",7,"24.405922"
"Price","Carla","F","53.784004","5.075661","139.29062",3,"48.708344"
"Hayes","Florencia","F","45.23838","4.1027246","96.637856",6,"41.135654"
"Bennett","Phyllis","F","34.821552","3.9394393","69.22892",5,"30.882113"
"Ohler","Hulda","F","35.52188","3.8708656","39.8308",9,"31.651016"
"Peterson","Denna","F","43.66248","3.678131","87.085266",2,"39.98435"
"Walker","Maria","F","33.812477","2.7951672","35.21279",3,"31.01731"
"Presnell","Spencer","M","36.476307","6.2571163","10.11962",8,"30.21919"
"Swain","Shirley","F","51.247215","6.063199","105.38255",4,"45.184017"
"White","David","M","44.62567","3.2474303","100.10883",8,"41.378242"
"Phipps","Neil","M","36.27188","5.7885747","15.810804",6,"30.483307"
"Bigler","Mabel","F","45.18566","6.650144","77.68693",6,"38.53552"
"Fay","Kristen","F","34.328026","5.177981","0",3,"29.150045"
"Copley","Jerome","M","52.271454","3.9153862","110.726036",9,"48.356068"
"Rumley","Carol","F","44.557358","5.9237075","73.918",5,"38.63365"
"Diaz","William","M","26.735233","5.8640623","0",5,"20.87117"
"Arias","Rosanne","F","45.718987","6.3828654","67.54423",9,"39.33612"
"Ely","Heather","F","34.20273","3.8137193","60.96737",9,"30.38901"
"Moss","Benjamin","M","42.033077","6.443504","62.25107",8,"35.589573"
"Guillen","Mark","M","46.587284","5.40009","51.530823",9,"41.187195"
"Holtz","Annie","F","40.61374","4.614152","12.385091",3,"35.999588"
"Collins","Elias","M","62.22999","3.3252792","183.61143",3,"58.90471"
"Hamilton","Colleen","F","37.76652","7.084737","6.024855",10,"30.681786"
"Reece","Robert","M","26.42868","4.030928","0",10,"22.397753"
"Rush","Vicente","M","49.074406","4.438398","114.7694",1,"44.63601"
"Watson","Claudia","F","49.41006","4.786955","85.7345",2,"44.623108"
"Sellers","Gerald","M","17.858799","6.2085","0",8,"11.650299"
"Covarrubias","Becky","F","47.63208","7.0062838","114.78622",5,"40.625797"
"Pierce","Dorothy","F","31.186646","4.2693706","80.84242",5,"26.917274"
"Rogerson","Jeanette","F","26.70664","3.8711054","0",9,"22.835535"
"Gomez","Jesus","M","39.85096","4.7773795","32.86966",5,"35.07358"
"Smith","Emma","F","39.02963","5.230772","17.95132",2,"33.79886"
"Harris","Bryan","M","40.84388","7.255286","19.21487",9,"33.588593"
"Reichel","Robert","M","31.533627","6.227283","0",2,"25.306343"
"Epps","Frank","M","31.974735","5.9616766","51.00979",4,"26.013058"
"Nelson","Lynn","F","38.690735","5.903356","70.895164",8,"32.78738"
"Lopez","Verna","F","46.902008","2.6234927","87.152176",9,"44.278515"
"Neal","Santos","M","50.549294","3.439721","126.97449",8,"47.109573"
"Price","Sheila","F","43.39867","5.177254","65.69975",2,"38.221416"
"Smith","Wanda","F","42.037807","4.0881763","83.82644",6,"37.94963"
"Reid","Isaac","M","34.52907","1.9358624","0",3,"32.59321"
"Palacios","Jason","M","47.733925","4.596025","133.86067",8,"43.1379"
"Russell","Elizabeth","F","32.598454","3.851834","0",9,"28.74662"
"McKinney","Mary","F","25.2215","4.5483165","0",9,"20.673183"
"Vowels","Marie","F","42.867092","5.2866163","62.90652",8,"37.580475"
"Palmer","Karen","F","35.593384","4.5722156","55.332226",8,"31.021168"
"McKay","Jason","M","31.501722","1.362452","0",9,"30.13927"
"Drew","Candace","F","39.392956","5.047434","77.485085",9,"34.34552"
"Villarreal","Nicholas","M","42.983467","5.670664","55.43667",4,"37.312805"
"Wilson","Cheryl","F","28.062506","1.9967316","14.02854",4,"26.065775"
"McClain","Darlene","F","37.156178","6.757735","0",6,"30.398443"
"Carr","John","M","69.65951","5.170534","179.94618",3,"64.488976"
"Ramage","Francis","M","35.217186","3.7199209","44.89596",4,"31.497265"
"James","Samuel","M","39.782562","5.9243073","45.976643",8,"33.858253"
"Pitts","Carl","M","33.360428","4.2883525","0",3,"29.072075"
"Robin","Terry","M","43.442337","5.450548","67.2233",10,"37.99179"
"Sacco","Rodney","M","40.748665","1.1840869","32.14736",4,"39.56458"
"Webb","Stephen","M","49.448826","3.4249203","76.43035",3,"46.023907"
"Washington","Melinda","F","22.694668","5.642983","0",3,"17.051685"
"Knight","Dorothy","F","41.875767","3.6211424","58.717167",2,"38.254623"
"Holbert","Jeremiah","M","48.373108","4.137375","85.29541",3,"44.235733"
"Moore","John","M","51.010357","5.932459","85.77876",9,"45.077896"
"Oliver","Ruth","F","25.49857","3.6262884","51.0413",6,"21.87228"
"Joiner","Lillian","F","42.101685","4.9209313","75.82544",10,"37.18075"
"Adams","Rowena","F","24.67279","5.3669424","0",6,"19.305847"
"Lemieux","Mildred","F","25.69161","2.9910352","0",1,"22.700575"
"Scott","Florence","F","36.850777","7.246855","13.048112",10,"29.603922"
"Paris","Ronald","M","44.668964","3.6300647","31.761038",8,"41.0389"
"Davis","Steve","M","38.411682","5.4947786","87.993004",8,"32.916904"
"Cooper","Terry","M","38.066082","5.719621","45.27775",6,"32.346462"
"Ashe","Vincent","M","28.496866","0.78658575","0",4,"27.710281"
"Akers","David","M","46.60279","6.700962","50.604637",5,"39.90183"
"Hill","Wendy","F","44.677555","2.9159892","90.33658",4,"41.761566"
"Nash","Melissa","F","30.987183","4.2439594","0",1,"26.743223"
"Brooks","Charles","M","39.741016","1.4430661","46.47769",9,"38.29795"
"Howard","Robert","M","34.202724","4.0992403","59.00276",9,"30.103485"
"Garzon","Harriet","F","42.316616","5.9416776","47.08126",10,"36.37494"
"Coleman","Richard","M","41.225037","4.2662063","47.851624",7,"36.95883"
"Harvey","Hector","M","51.980957","6.9081726","77.85639",1,"45.072784"
"Santiago","Miguel","M","47.27305","5.3017697","85.28934",7,"41.97128"
"Roy","Cheri","F","28.691793","1.5687977","10.218631",2,"27.122995"
"Atwood","John","M","44.20018","4.18081","89.664505",4,"40.01937"
"Lopez","Bradley","M","51.391235","3.909457","116.542015",1,"47.481777"
"Durocher","Kim","F","40.30729","2.8510482","71.720535",10,"37.45624"
"Basile","Amanda","F","29.32311","5.773258","30.110645",9,"23.549852"
"Shadle","William","M","48.64318","4.5027776","43.85327",2,"44.140404"
"Tejada","Jesus","M","47.02733","6.0681076","16.651985",9,"40.95922"
"Spiva","Victor","M","46.405262","2.7655787","79.5572",9,"43.639683"
"Traylor","Jose","M","31.083244","5.9884944","0",6,"25.09475"
"Lafleur","Dan","M","39.270447","3.7585094","7.671845",2,"35.511936"
"Domingo","Justin","F","37.44508","2.2989917","34.550095",5,"35.146088"
"Smith","Mary","F","52.657463","8.550129","139.94553",10,"44.107334"
"Gregory","Tina","F","47.511734","8.010657","73.9623",6,"39.501076"
"Harper","Lynette","F","39.87555","3.870539","30.459063",10,"36.00501"
"Ruby","Jennifer","F","37.4807","7.149785","49.387802",10,"30.330917"
"Lewis","Nancy","F","29.090351","2.741056","38.438004",8,"26.349295"
"Kelly","Martin","M","53.947716","5.2706823","108.075516",4,"48.677032"
"Hunter","Tennille","F","46.35042","7.123547","94.917175",3,"39.226875"
"Hsu","Karen","F","30.030909","4.8217998","0",7,"25.209108"
"Reynolds","Tina","F","30.416437","9.376318","37.473244",5,"21.04012"
"Young","John","M","57.183743","1.8947256","150.16185",3,"55.289017"
"Young","Douglas","M","35.914135","5.5312443","16.6614",8,"30.38289"
"Turner","Deborah","F","41.019608","4.3005056","53.20244",8,"36.7191"
"Williams","Nancy","F","38.728767","3.778749","34.867424",5,"34.95002"
"Oleary","Patricia","F","40.435978","4.332039","51.070137",1,"36.10394"
"Monroy","Brandie","F","52.409077","3.9435577","144.73497",6,"48.46552"
"White","James","M","35.308357","4.4081573","33.991825",1,"30.9002"
"Jess","Laura","F","33.102413","5.148702","1.8600429",1,"27.95371"
"Mackenzie","Ruth","F","44.316116","3.6955497","72.730675",1,"40.620567"
"Pence","Daniel","M","38.325863","1.799323","38.310013",4,"36.52654"
"Urban","Helen","F","42.36264","3.5664732","33.733543",4,"38.796165"
"Breen","Leonard","M","28.638704","3.2772887","0",7,"25.361416"
"Sepe","Shirley","F","53.66725","7.0452642","80.11866",7,"46.621986"
"Chartrand","Cynthia","F","23.293268","2.6520634","0",8,"20.641205"
"Salgado","Carl","M","28.602911","6.897436","0",6,"21.705475"
"Christensen","Michael","M","36.383144","2.7135053","82.163635",2,"33.66964"
"Chandler","Nilda","F","36.615734","5.4137826","87.46802",2,"31.201952"
"Davidson","Ted","M","44.928944","6.271992","61.905075",2,"38.65695"
"Melendy","Frances","F","39.335865","2.222927","74.81634",5,"37.112938"
"Gutierrez","Kendall","M","41.051373","4.056066","77.701065",3,"36.995308"
"Frye","Ashley","F","40.348988","6.4611516","12.381644",2,"33.887836"
"Ard","Heather","F","39.63975","5.39792","33.065727",10,"34.241833"
"Jones","Robert","M","49.79242","7.1622972","80.1976",6,"42.630123"
"Sanchez","Terry","F","42.17191","2.294714","73.07878",10,"39.877197"
"Thoma","Monique","F","48.632404","5.661074","91.76234",3,"42.97133"
"Yates","Nicole","F","45.75589","4.755965","107.723526",6,"40.999924"
"Smith","Bradley","M","48.839386","1.7930945","40.66934",2,"47.04629"
"Cooke","Paul","M","47.00886","3.6732724","44.77634",4,"43.33559"
"Hughes","Gary","M","34.166992","3.7855387","46.362286",8,"30.381454"
"Mooney","Christopher","M","54.568108","3.8478909","116.20567",2,"50.720215"
"Montgomery","Marguerite","F","11.667564","5.244621","0",5,"6.4229436"
"Martinez","Marie","F","27.693136","5.067936","0",6,"22.6252"
"Willard","Marilyn","F","43.09947","5.2561197","90.738754",7,"37.84335"
"Newell","Damian","M","45.35247","5.2848377","44.907455",3,"40.067635"
"Hopper","Cynthia","F","26.434528","5.504449","11.763639",3,"20.93008"
"Crowley","Ester","F","32.062267","5.239349","41.226883",3,"26.822918"
"Dunbar","Anthony","M","57.880676","3.719309","110.897156",8,"54.161366"
"Cunningham","Roxanne","F","50.456486","3.056838","79.57288",1,"47.399647"
"Mendez","Dorothy","F","32.086174","2.973104","5.739988",1,"29.11307"
"Smith","Curtis","M","39.837353","4.7687116","21.377811",5,"35.06864"
"Lowe","Paul","M","32.170685","7.8572545","0",7,"24.31343"
"Perry","Jennifer","F","63.044662","3.8760095","187.4491",7,"59.16865"
"Gonzalez","George","M","49.682087","4.281271","61.795242",1,"45.400818"
"Fennell","Susan","F","29.9729","2.9401743","10.693135",8,"27.032726"
"Jefferson","David","M","42.53505","5.4766307","39.776943",4,"37.05842"
"Sellers","Herbert","M","39.521896","2.6406085","33.81538",2,"36.881287"
"Jordon","Jennifer","F","20.032375","2.3835025","0",5,"17.648872"
"Linzy","Victor","M","36.58567","5.18072","13.431379",4,"31.404951"
"Pyle","Felipe","M","41.651756","5.7966294","38.24194",9,"35.855125"
"Sager","Ellamae","F","50.96353","2.6536098","98.97153",1,"48.30992"
"Long","Daryl","M","55.96598","3.5032465","137.16121",1,"52.462734"
"Thomas","Melvin","M","42.650867","2.1703587","93.505875",6,"40.480507"
"Spearman","Carolyn","F","55.16129","5.4489865","123.89581",9,"49.712303"
"Elrod","Wilber","M","49.24605","3.4684706","66.27599",8,"45.77758"
"Rhodes","David","M","39.762997","3.887454","24.63254",7,"35.87554"
"Maultsby","Alfonso","M","43.733467","2.5205739","57.020275",6,"41.212894"
"Clayton","Juan","M","37.843567","5.36806","67.14946",1,"32.475506"
"Stine","Clarence","M","53.19382","3.693745","130.44646",2,"49.500076"
"Anderson","Shirley","F","29.925957","2.2425315","0",1,"27.683426"
"Bieber","Ernestine","F","39.9634","6.1085596","83.38272",6,"33.854843"
"Helton","Jeannie","F","48.05425","4.167351","132.76213",5,"43.886898"
"Higgins","Janice","F","41.356075","7.448325","60.626083",5,"33.90775"
"Radtke","Victoria","F","36.48139","3.6079412","66.37854",7,"32.87345"
"Johnson","Allison","F","55.126396","5.380748","217.3683",9,"49.745647"
"Johnston","Victor","M","38.93558","5.905969","58.739082",6,"33.029613"
"Crews","Gary","M","36.695175","5.2311","0",3,"31.464075"
"Bousquet","Roy","M","33.302513","6.3082395","17.795038",3,"26.994274"
"Ortiz","Moses","M","61.37051","5.57692","134.11276",3,"55.79359"
"Voss","Lawrence","M","50.813927","8.626448","74.35777",8,"42.187477"
"Campbell","Rodney","M","45.4657","5.2297916","47.600727",1,"40.23591"
"Dorsett","Virginia","F","29.38947","4.132049","1.981378",6,"25.25742"
"Motes","Patricia","F","22.014147","6.0151463","0",7,"15.999001"
"Berkowitz","Mary","F","51.643894","7.6765184","113.08734",4,"43.967377"
"Pinion","Angela","F","37.373646","3.868311","78.00231",6,"33.505333"
"Patterson","Rebecca","F","38.960896","4.603504","45.273994",9,"34.35739"
"Duke","Allie","F","37.426914","5.0229273","0",2,"32.403988"
"Nelson","David","M","30.430353","4.6189","26.09255",3,"25.811453"
"Miles","Kimberly","F","16.3386","2.7890298","0",8,"13.54957"
"Finney","Marion","F","52.101994","8.346611","104.2567",1,"43.755383"
"Flores","Anthony","M","47.39822","2.7620687","62.230213",2,"44.63615"
"Charon","Hector","M","46.728275","6.978168","105.48695",2,"39.750107"
"Lawson","Patricia","F","34.98097","4.1369605","10.766305",5,"30.844007"
"Evans","Ann","F","34.535885","5.4311175","32.577984",10,"29.104767"
"Tanner","Frank","M","50.096806","4.452372","121.122154",5,"45.644432"
"Barbour","Charlene","F","60.035942","1.6780671","156.40616",1,"58.357876"
"Wright","Andrea","F","28.715193","4.343108","0",8,"24.372086"
"Hicks","Jessica","F","52.157963","4.6345315","92.49252",9,"47.52343"
"Baier","James","M","42.26112","5.666856","48.90813",6,"36.594265"
"Stallworth","Wayne","M","33.010822","4.1370497","48.262882",6,"28.873772"
"Myers","Stephanie","F","33.609604","2.986754","0",5,"30.62285"
"Crochet","Tyree","M","53.98866","2.8908274","114.83347",4,"51.09783"
"Thomas","Kara","F","40.69878","3.9877386","37.418167",2,"36.71104"
"Moody","Guy","M","30.900682","5.2807546","0",1,"25.619928"
"Ray","Pearl","F","31.14808","5.7395463","0",7,"25.408535"
"Semple","Rex","M","46.26212","5.0635557","109.91203",7,"41.198563"
"Bisson","Claude","M","52.92462","2.4359732","68.97766",10,"50.488647"
"Macaluso","Jonathan","M","57.28973","3.5946126","140.42206",9,"53.695118"
"McCurry","Timothy","M","39.553093","5.5686626","31.964006",10,"33.98443"
"Whigham","Kristina","F","37.684444","2.27877","4.811301",7,"35.405674"
"Parker","Cynthia","F","26.534636","3.72402","0",9,"22.810616"
"Wolf","Latosha","F","30.811623","4.579142","17.76911",4,"26.232481"
"Blair","Erin","F","63.389797","4.9177914","158.08382",2,"58.472008"
"Dix","Dennis","M","54.46934","1.8220468","143.72783",1,"52.647293"
"Donaldson","Margaret","F","44.702747","4.491229","127.538055",9,"40.211517"
"Dunham","Ruth","F","48.66734","3.0524971","106.39214",6,"45.61484"
"Lawrence","Richard","M","30.577778","3.7199876","0",5,"26.85779"
"Restrepo","Susan","F","27.408964","2.8382225","6.4223576",2,"24.570742"
"Ortiz","Karen","F","40.051113","5.0292883","49.79633",7,"35.021824"
"Price","Evelyn","F","28.844578","6.143425","0",7,"22.701153"
"Perez","Olivia","F","60.87142","4.91537","202.02194",10,"55.95605"
"Lund","Becky","F","31.328083","4.682629","39.65146",10,"26.645454"
"Lacour","Jane","F","42.354546","2.5199268","62.38538",3,"39.834618"
"Hall","Gloria","F","33.020126","3.417576","31.198467",4,"29.60255"
"Crownover","Kenneth","M","45.09142","6.7538424","98.98914",4,"38.337578"
"McNutt","Jeffrey","M","45.521683","4.3986907","105.71055",2,"41.122993"
"Chaidez","Kenneth","M","51.57694","5.775682","74.24129",2,"45.801258"
"Lindstrom","Julia","F","39.78497","5.0807977","0",9,"34.70417"
"Breuer","Ernest","M","45.483765","6.7208357","49.568592",9,"38.762928"
"Reed","Byron","M","36.958908","7.684178","27.708992",2,"29.27473"
"Rogers","Edward","M","36.951324","5.9620614","0",3,"30.989264"
"James","Lula","F","37.121834","3.7731223","60.981102",3,"33.348713"
"Schmitz","Gail","F","39.39362","4.9909954","29.948309",6,"34.402626"
"Fleischer","Patricia","F","48.17344","3.4716768","121.67073",8,"44.701763"
"Proto","Richard","M","41.56632","6.492787","53.656147",2,"35.073532"
"Forsyth","Tammy","F","27.759224","2.5301497","0",7,"25.229074"
"McLean","Lula","F","54.91633","6.023496","124.08776",5,"48.892834"
"Carpenter","Jon","M","35.60464","6.846642","0",4,"28.758"
"Arnold","James","M","43.894737","1.8347095","51.49071",10,"42.060028"
"Garcia","Ruthann","F","49.87316","5.318552","80.39919",7,"44.55461"
"Hall","Carolyn","F","41.63498","6.5982294","103.41156",5,"35.03675"
"Spicer","Roger","M","52.44846","4.9318366","151.90564",9,"47.516624"
"McCracken","David","M","34.42519","1.3254586","29.14747",9,"33.09973"
"Willams","Carolyn","F","25.578457","4.542777","0",8,"21.035679"
"Jones","Claire","F","34.910767","7.302956","38.725334",10,"27.607811"
"Lass","Antoine","M","50.549675","5.463583","71.09589",5,"45.08609"
"Deroche","Neal","M","40.977016","4.249175","51.033527",3,"36.72784"
"Greene","Samantha","F","32.75672","5.0716143","0.8769116",8,"27.685108"
"Bonner","Gerald","M","46.72161","2.1150396","109.387985",10,"44.60657"
"Lipscomb","Antonio","M","46.286633","5.2859855","8.485317",7,"41.00065"
"Lee","Melinda","F","22.542025","5.5672874","0",5,"16.974737"
"Parker","Kenneth","M","43.83996","3.398857","43.347248",7,"40.4411"
"Ewing","Lois","F","53.780907","4.0931253","131.1536",9,"49.687782"
"Carlyle","Bill","M","37.69268","3.279073","29.066778",4,"34.41361"
"Long","Tracy","F","44.016666","3.5476894","78.63676",9,"40.46898"
"Bischof","James","M","52.47834","4.8131514","107.79236",1,"47.665188"
"Lattimore","Carlton","M","32.519688","5.4972367","0",8,"27.022451"
"Stevenson","Lonnie","M","42.54384","4.3330803","9.332159",10,"38.21076"
"Cole","Angela","F","33.339714","3.6961322","30.080437",7,"29.643581"
"Necaise","Kent","M","39.249195","4.584763","32.189045",5,"34.664433"
"Harris","Alberta","F","47.99745","5.467337","78.09495",10,"42.530113"
"Spicer","Clayton","M","28.966558","3.8941429","0",2,"25.072416"
"Lam","John","M","40.704315","2.422081","49.327744",10,"38.282234"
"Franklin","Raymond","M","45.55292","5.355195","76.5661",7,"40.197727"
"Harman","Michelle","F","37.154655","6.8807473","47.370483",10,"30.273909"
"Weaver","Cynthia","F","26.893442","4.623416","42.478806",6,"22.270027"
"Mack","Stuart","M","51.691986","6.246249","64.438774",8,"45.445736"
"Stingley","Annie","F","42.963684","5.717571","43.179867",1,"37.246113"
"Evans","Nathaniel","M","57.016155","3.8882902","157.60394",8,"53.127865"
"Longoria","Sergio","M","42.8691","4.2031236","67.98824",3,"38.665974"
"Kroeger","Michael","M","50.158665","4.106557","108.69028",6,"46.05211"
"Craft","Dustin","M","37.416428","6.101895","25.654856",3,"31.314533"
"Gaskins","Norman","M","37.136356","5.2320266","68.33542",6,"31.90433"
"Howerton","Robert","M","30.915964","5.0791616","0",5,"25.836803"
"Thompson","Charles","M","46.91669","5.089204","57.390465",5,"41.827488"
"Corry","Steven","M","28.272238","2.3390496","0",5,"25.933187"
"Garcia","Laura","F","35.997738","5.066647","54.86358",8,"30.931091"
"Towe","Mamie","F","47.573235","4.0545273","83.949234",7,"43.518707"
"Stafford","Lois","F","32.826214","3.385137","30.396837",3,"29.441076"
"Cork","Thomas","M","45.562603","6.0655117","46.150467",9,"39.497093"
"Moore","Clinton","M","53.798794","2.164056","96.299484",10,"51.63474"
"Moore","Brittany","F","30.489225","4.0752525","71.80071",5,"26.413973"
"Hall","Roberto","M","38.388824","1.4407074","39.102814",5,"36.948116"
"Bonds","Samuel","M","59.656933","4.187711","111.83146",8,"55.469223"
"Obrien","Kenneth","M","42.36123","5.48995","53.068203",3,"36.871277"
"Paez","Betty","F","40.211967","4.006964","66.31088",5,"36.205"
"Lesniak","Rebecca","F","57.69942","5.687674","172.91367",6,"52.011745"
"Gray","Eric","M","40.938168","5.600744","6.5221896",4,"35.337425"
"Mullet","Michael","M","38.24193","4.43256","55.048267",3,"33.80937"
"Hack","Sheryl","F","31.726654","5.914578","79.48202",4,"25.812077"
"Orourke","Ronda","F","33.763016","3.095308","16.925373",1,"30.667707"
